answers;H;(H);(Hd);A;(A);Ad;At;Sex;Obj;Aobj;Aat;Food;N;Geo;Pi;Arch;Art;Abs;Bi;Ti;Ci
"Огненная клякса, расплавленная на камне.";;;;;;;;;;;;;;;;;;;;1;
"Огненный портал, открывающий врата в другой мир.";;;;;;;;;;;;;;;;;;;;1;
"Огненная дуга, сверкающая в ночи.";;;;;;;;;;;;;;;;;;;;1;
"Огненный узор, выгравированный на мече.";;;;;;;;;;;;;;;;;;;;1;
"Огненный феникс, возносящийся из пепла.";;;;;1;;;;;;;;;;;;;;;1;
"Огненные стрелы, выпущенные в небо.";;;;;;;;;1;;;;;;;;;;;1;
"Огненный крест, пылающий на вершине холма.";;;;;;;;;;;;;;;;;;;;1;
"Огненный муравейник, кипящий от жизни.";;;;;;;;;;;;;;;;;;;;1;
"Огненный символ, вырезанный на дереве.";;;;;;;;;;;;;;;;;;;;1;
"Огненный трон, возвышающийся в зале королевского дворца.";;;;;;;;;1;;;;;;;;;;;1;
"Огненные пути, ведущие в глубины леса.";;;;;;;;;;;;;1;;;;;;;1;
"Огненные паутины, тканные на пути к вечернему свету.";;;;;;;;;;;;;;;;;;;;1;
"Огненный ключ, открывающий двери к тайнам прошлого и будущего.";;;;;;;;;1;;;;;;;;;;;1;
"Огненная тень, брошенная ветром на стену.";;;;;;;;;;;;;;;;;;;;1;
"Огненный холм, возвышающийся над окружающей местностью.";;;;;;;;;;;;;1;;;;;;;1;
"Огненный гребень волны, взмывающей на закате.";;;;;;;;;;;;;;;;;;;;1;
"Огненный край, где сходятся небо и земля.";;;;;;;;;;;;;;;;;;;;1;
"Огненные статуи, возвышающиеся на площади.";;;;;;;;;;;;;;;;1;;;;1;
"Огненный кувшин, выходящий из воды.";;;;;;;;;1;;;;;;;;;;;1;
"Огненный шар, сверкающий в темноте.";;;;;;;;;;;;;;;;;;;;1;
"Огненные мечтания, рождающиеся в сердце мечтателя.";;;;;;;;;;;;;;;;;;;;1;
"Огненные облака, взмывающие в небо.";;;;;;;;;;;;;;;;;;;;1;1
"Огненная магия, обрамляющая волшебника.";;;;;;;;;;;;;;;;;;;;1;
"Огненный храм, возвышающийся на вершине горы.";;;;;;;;;;;;;1;;;1;;;;1;
"Огненный океан, бьющийся о берег.";;;;;;;;;;;;;;;;;;;;1;
"Огненные розы, расцветающие во тьме.";;;;;;;;;;;;;;;1;;;;;1;
"Огненный мост, перекинутый через пропасть.";;;;;;;;;;;;;;;;1;;;;1;
"Огненный порыв, раздувающий пламя.";;;;;;;;;;;;;;;;;;;;1;
"Огненный хвост змеи, сверкающий в темноте.";;;;;;1;;;;;;;;;;;;;;1;
"Огненный танец, исполняемый в честь богов.";;;;;;;;;;;;;;;;;;;;1;
"Огненный туман, окутывающий горы.";;;;;;;;;;;;;1;;;;;;;1;
"Огненные факелы, освещающие путь во время ночного похода.";;;;;;;;;1;;;;;;;;;;;1;
"Огненные ворота, ведущие в глубины ада.";;;;;;;;;;;;;;;;;;;;1;
"Огненные ручьи, текущие с вершины вулкана.";;;;;;;;;;;;;1;;;;;;;1;
"Огненный феникс, взмывающий в небеса.";;;;;1;;;;;;;;;;;;;;;1;
"Огненный медведь, бродящий по темным лесам.";;;;1;;;;;;;;;;;;;;;;1;
"Огненные свечи, горящие на алтаре.";;;;;;;;;1;;;;;;;;;;;1;
"Огненный лик, вырезанный на скале.";;;;;;;;;;;;;;;;;;;;1;
"Огненный орёл, парящий в небесах.";;;;1;;;;;;;;;;;;;;;;1;
"Огненный венец, украшающий голову воина.";;;1;;;;;;;;;;;;;;;;;1;
"Огненный кулак, поднятый в знак протеста.";;;1;;;;;;;;;;;;;;;;;1;
"Огненные розы, цветущие в темноте.";;;;;;;;;;;;;;;1;;;;;1;
"Огненные блики, играющие на волнах моря.";;;;;;;;;;;;;;;;;;;;1;
"Огненный гребень волн, взмывающей на закате.";;;;;;;;;;;;;;;;;;;;1;
"Огненный поклон, сделанный перед алтарём.";;;;;;;;;;;;;;;;;;;;1;
"Огненный шар, парящий в ночном небе.";;;;;;;;;;;;;;;;;;;;1;
"Огненные перья, украшающие крылья ангела.";;1;;;;;;;;;;;;;;;;;;1;
"Огненная маска, скрывающая лицо тайного исполнителя.";;;1;;;;;;1;;;;;;;;;;;1;
"Огненные вихри, собирающиеся в центре бури.";;;;;;;;;;;;;;;;;;;;1;
"Огненные звёзды, сияющие на небесах.";;;;;;;;;;;;;1;;;;;;;1;
"Огненная кровать, разжигаемая в ночи.";;;;;;;;;1;;;;;;;;;;;1;
"Огненная аура, окружающая собой воина.";;;;;;;;;;;;;;;;;;;;1;
"Огненный амулет, ношенный на шее.";;;1;;;;;;1;;;;;;;;;;;1;
"Огненная гроза, сверкающая в ночи.";;;;;;;;;;;;;;;;;;;;1;
Белоснежные облака плывут по голубому небу.;;;;;;;;;;;;;1;;;;;;;;1
"Грозовые облака темного оттенка набираются в тучи, готовясь вылить свой дождь на землю.";;;;;;;;;;;;;1;;;;;;;;1
Рассеянные облачные скопления создают игривый узор на небесном полотне.;;;;;;;;;;;;;1;;;;;;;;1
"Облака кажутся огромными хлопьями ваты, расползающимися по всему небу.";;;;;;;;;;;;;;;;;;;;;1
Солнечные лучи проникают сквозь облака.;;;;;;;;;;;;;1;;;;;;;;1
Огромные облака покрывают небо.;;;;;;;;;;;;;1;;;;;;;;1
"Легкие перистые облака напоминают огромные кисти, которыми небо окрашено в нежные оттенки.";;;;;;;;;;;;;;;;;;;;;1
Серые облака низко висят над горизонтом.;;;;;;;;;;;;;1;;;;;;;;1
"Ярко-оранжевый закат окрашивает облака в невероятные оттенки, создавая впечатляющий небесный пейзаж.";;;;;;;;;;;;;1;;;;;;;;1
Облака различных форм и размеров напоминают абстрактную картину на небесном холсте.;;;;;;;;;;;;;;;;;;;;;1
"На небе вырисовывается чудесное зрелище: облака обрамляют солнце, создавая ослепительный эффект.";;;;;;;;;;;;;;;;;;;;;1
"Пушистые облака, меняя свои формы и образы.";;;;;;;;;;;;;;;;;;;;;1
Белые облака создают контраст с голубым небом.;;;;;;;;;;;;;1;;;;;;;;1
"Плотные облака скрывают солнце, окутывая мир в тень и прохладу.";;;;;;;;;;;;;1;;;;;;;;1
На небесном своде расстилается ковер из пушистых облаков.;;;;;;;;;;;;;1;;;;;;;;1
Облака расползаются по небу.;;;;;;;;;;;;;1;;;;;;;;1
Облака низко спускаются к земле.;;;;;;;;;;;;;1;;;;;;;;1
"На небесах выстраивается целая армия облаков, готовых к метеорологическому сражению.";;;;;;;;;;;;;;;;;;;;;1
Разноцветные облака на фоне синего неба.;;;;;;;;;;;;;1;;;;;;;;1
Полосы облаков стремительно двигаются по небесам.;;;;;;;;;;;;;1;;;;;;;;1
На небе выстраиваются облака различных форм и размеров.;;;;;;;;;;;;;1;;;;;;;;1
